Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
"Ah! I'm an actor! I can memorize anything! Last week on ""Days""    I had to say ""Frontal temporal zygomatic craniotomy"".",Joey,joy,positive,1418,9,671,9,9,21,"00:16:35,369","00:16:41,958"
Wow. What does,Ross,surprise,positive,1418,10,671,10,9,21,"0:16:42,126","0:16:43,348"
No idea!,Joey,surprise,positive,1418,11,671,11,9,21,"0:16:43,348","0:16:46,138"
"But the guy I said it to dies in the next scene so I    guess it means ""you're gonna get eaten by a bear"".",Joey,neutral,neutral,1418,12,671,12,9,21,"00:16:46,255","00:16:58,182"
Ok! So let's move on to the Renaissance?,Ross,neutral,neutral,1418,13,671,13,9,21,"00:16:58,976","00:17:01,978"
"Ok, Caravaggio uses chiaroscuro here to highlight the anguish    of the central figure. Touch it, it's really bumpy! .",Joey,neutral,neutral,1418,14,671,14,9,21,"00:17:02,980","00:17:10,611"
"Nah ah! Nah ah!  No no no! No ad-libbing    and dude, you can't",Ross,anger,negative,1418,15,671,15,9,21,"00:17:10,779","00:17:16,701"
Come on! you...,Joey,neutral,neutral,1418,16,671,16,9,21,"0:17:16,869","0:17:17,954"
No!,Ross,anger,negative,1418,17,671,17,9,21,"0:17:17,954","0:17:18,184"
Oh.  Oh-oh.,Ross,neutral,neutral,1419,0,672,0,4,1,"00:07:09,011","00:07:11,221"
Hey!  What happened to you? Why didn’t you come up?,Rachel,surprise,positive,1419,1,672,1,4,1,"00:07:16,727","00:07:20,480"
Done!,Ross,joy,positive,1419,2,672,2,4,1,"00:07:21,357","00:07:22,691"
You just finished?,Rachel,surprise,negative,1419,3,672,3,4,1,"0:07:24,235","0:07:25,457"
"Well, I wanted to be thorough.",Ross,neutral,neutral,1419,4,672,4,4,1,"0:07:25,457","0:07:27,500"
"I mean this-this is clearly very, very important to you, to us!",Ross,joy,positive,1419,5,672,5,4,1,"00:07:28,114","00:07:33,243"
"And so I wanted to read every word carefully, twice!",Ross,joy,positive,1419,6,672,6,4,1,"00:07:33,411","00:07:37,247"
"So umm, does it?",Rachel,neutral,neutral,1419,7,672,7,4,1,"00:07:40,376","00:07:44,296"
I’m sorry.,Ross,sadness,negative,1419,8,672,8,4,1,"00:07:50,595","00:07:51,970"
Does it?,Rachel,fear,negative,1419,9,672,9,4,1,"00:07:53,681","00:07:59,769"
"Does it? Does it? Yeah, I wanted to give that whole ‘Does it?’ part just another glance.",Ross,neutral,neutral,1419,10,672,10,4,1,"00:07:53,681","00:08:07,819"
"What are you talking about, Ross, you just said that you read it twice!",Rachel,anger,negative,1419,11,672,11,4,1,"00:08:07,987","00:08:11,156"
"Look, y'know what, either it does or it doesn’t, and if you have to even",Rachel,anger,negative,1419,12,672,12,4,1,"00:08:11,324","00:08:14,743"
"No, Rach, no. I don’t, I don’t, I don’t",Ross,neutral,neutral,1419,13,672,13,4,1,"00:08:14,911","00:08:18,497"
Are you sure?,Rachel,joy,positive,1419,14,672,14,4,1,"0:08:49,278","0:08:51,072"
"Oh, sure! I’m sure.",Ross,joy,positive,1419,15,672,15,4,1,"0:08:51,072","0:08:52,246"
You got married again.,Russell,neutral,neutral,1420,0,673,0,6,2,"00:15:03,861","00:15:06,154"
Yes.,Ross,neutral,neutral,1420,1,673,1,6,2,"00:15:07,156","00:15:08,197"
So that’s your second marriage in two years.,Russell,neutral,neutral,1420,2,673,2,6,2,"00:15:09,116","00:15:12,702"
"Yes, second in two years. Third overall.",Ross,neutral,neutral,1420,3,673,3,6,2,"00:15:12,870","00:15:17,749"
"Ross, I have been a divorce attorney for 23 years and never had I so much business from one client.",Russell,neutral,neutral,1420,4,673,4,6,2,"00:15:18,500","00:15:24,589"
Why don’t you tell me what happened.,Russell,neutral,neutral,1420,5,673,5,6,2,"00:15:26,508","00:15:29,344"
"Basically, Rachel and I were in Vegas and we got drunk",Ross,neutral,neutral,1420,6,673,6,6,2,"00:15:30,262","00:15:34,057"
"I’m sorry, is this the same Rachel who’s name you said at the altar in the second marriage?",Russell,surprise,negative,1420,7,673,7,6,2,"00:15:34,266","00:15:39,729"
"Yes-yes-yes! But, I-I do",Ross,neutral,neutral,1420,8,673,8,6,2,"00:15:41,941","00:15:43,942"
"Oh, that’s better then.",Russell,neutral,neutral,1420,9,673,9,6,2,"00:15:44,151","00:15:47,070"
This was just a drunken mistake and I need to get it annulled.,Ross,neutral,neutral,1420,10,673,10,6,2,"00:15:48,530","00:15:51,991"
I see. Have you considered therapy?,Russell,neutral,neutral,1420,11,673,11,6,2,"00:15:52,201","00:15:56,412"
I think just the,Ross,neutral,neutral,1420,12,673,12,6,2,"00:15:58,332","00:16:02,126"
There are a couple of forms to fill out.,Russell,neutral,neutral,1420,13,673,13,6,2,"0:16:02,419","0:16:04,421"
Easy.,Ross,neutral,neutral,1420,14,673,14,6,2,"0:16:04,421","0:16:04,767"
"And we’ll need to have witnesses who can testify that you were not of uh, sound mind.",Russell,neutral,neutral,1420,15,673,15,6,2,"00:16:04,964","00:16:09,384"
No problem.,Ross,neutral,neutral,1420,16,673,16,6,2,"00:16:09,593","00:16:11,469"
And we’ll need you and Rachel to testify before a judge.,Russell,neutral,neutral,1420,17,673,17,6,2,"00:16:11,720","00:16:14,889"
Ooh!,Ross,surprise,negative,1420,18,673,18,6,2,"00:16:15,474","00:16:16,766"
There’s no way to do this without her?,Ross,surprise,positive,1420,19,673,19,6,2,"00:16:18,519","00:16:20,853"
"‘Cause I kinda all ready told her uh, it was, it was already taken care of.",Ross,fear,negative,1420,20,673,20,6,2,"00:16:18,519","00:16:24,983"
"So, Phoebs owes $7.50, Monica, you owe $10, and Rachel, you owe fifteen big ones.",Ross,neutral,neutral,1421,0,674,0,1,18,"00:12:06,600","00:12:12,731"
"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,1421,1,674,1,1,18,"00:12:13,941","00:12:18,194"
"But hey, thanks for teachin' us Cross-Eyed Mary. You guys, we gotta play that at our regular game.",Joey,neutral,neutral,1422,0,674,1,1,18,"00:12:13,941","00:12:18,194"
"Alright, here's my $7.50.  But I think you should know that this money is cursed.",Phoebe,neutral,neutral,1422,1,674,2,1,18,"00:12:19,739","00:12:23,658"
What?,Joey,surprise,positive,1422,2,674,3,1,18,"00:12:23,826","00:12:26,286"
"Oh, I cursed it. So now bad things will happen to he who spends it.",Phoebe,neutral,neutral,1422,3,674,4,1,18,"00:12:23,826","00:12:30,707"
"Oh, I cursed it. So now bad things will happen to he who spends it.",Phoebe,neutral,neutral,1423,0,674,4,1,18,"00:12:23,826","00:12:30,707"
"That's alright, I'll take it.",Chandler,neutral,neutral,1423,1,674,5,1,18,"0:12:31,459","0:12:32,419"
Bad things happen to me anyway.,Chandler,neutral,neutral,1423,2,674,6,1,18,"0:12:32,419","0:12:34,647"
This way I can break 'em up with a movie.,Chandler,neutral,neutral,1423,3,674,7,1,18,"00:12:35,671","00:12:38,214"
"That's alright, I'll take it.",Chandler,neutral,neutral,1424,0,674,5,1,18,"0:12:31,459","0:12:32,419"
Bad things happen to me anyway.,Chandler,neutral,neutral,1424,1,674,6,1,18,"0:12:32,419","0:12:34,647"
This way I can break 'em up with a movie.,Chandler,neutral,neutral,1424,2,674,7,1,18,"00:12:35,671","00:12:38,214"
"Well, that just leaves the big Green poker machine, who owes fifteen...",Ross,neutral,neutral,1424,3,674,8,1,18,"00:12:38,382","00:12:43,762"
You wanna do it right now?,Phoebe,neutral,neutral,1425,0,675,0,2,1,"0:21:28,704","0:21:30,376"
Great!,Julie,joy,positive,1425,1,675,1,2,1,"0:21:30,376","0:21:31,308"
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,1425,2,675,2,2,1,"00:21:35,460","00:21:43,342"
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from",Phoebe,neutral,neutral,1426,0,675,2,2,1,"00:21:35,460","00:21:43,342"
No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from,Rachel,neutral,neutral,1426,1,675,3,2,1,"00:21:44,428","00:21:55,354"
"Oh, yeah. Ok, thank you.",Phoebe,neutral,neutral,1426,2,675,4,2,1,"00:21:56,315","00:22:00,234"
You're welcome.,Rachel,neutral,neutral,1426,3,675,5,2,1,"00:21:58,317","00:22:00,234"
is for me not to see you anymore.,Ross,sadness,negative,1427,0,676,0,5,5,"00:10:07,607","00:10:11,735"
That's crazy!,Rachel,surprise,positive,1427,1,676,1,5,5,"0:10:13,904","0:10:15,426"
You can't do that!,Rachel,surprise,positive,1427,2,676,2,5,5,"0:10:15,426","0:10:16,488"
What are you going to tell her?,Rachel,sadness,negative,1427,3,676,3,5,5,"0:10:16,488","0:10:18,819"
Oh God.,Rachel,fear,negative,1427,4,676,4,5,5,"00:10:24,123","00:10:26,333"
"Ohh, you already agreed to this, haven't you?",Rachel,sadness,negative,1427,5,676,5,5,5,"00:10:27,126","00:10:29,377"
"It's awful I know, I mean, I feel terrible but I have to do this if I want my marriage to work.",Ross,sadness,negative,1427,6,676,6,5,5,"00:10:32,882","00:10:36,676"
"And I do, I have to make",Ross,sadness,negative,1427,7,676,7,5,5,"00:10:36,844","00:10:41,389"
Ohh! Lucky me! Oh my God! That,Rachel,surprise,positive,1427,8,676,8,5,5,"00:10:52,635","00:10:57,489"
You have no idea what a nightmare this has been. This is so hard.,Ross,sadness,negative,1427,9,676,9,5,5,"00:11:03,996","00:11:09,042"
"Oh yeah, really? Is it Ross? Yeah? Okay, well let me make this a just a little bit easier for you.",Rachel,anger,negative,1427,10,676,10,5,5,"00:11:09,210","00:11:15,632"
What are you doing?,Ross,surprise,negative,1427,11,676,11,5,5,"00:11:11,712","00:11:15,632"
Storming out!,Rachel,anger,negative,1427,12,676,12,5,5,"0:11:15,800","0:11:16,612"
"Rachel, this is your apartment.",Ross,neutral,neutral,1427,13,676,13,5,5,"0:11:16,612","0:11:18,020"
"Yeah, well that's how mad I am!!",Rachel,anger,negative,1427,14,676,14,5,5,"00:11:18,135","00:11:20,970"
These little women. Wow!,Joey,surprise,positive,1428,0,677,0,3,13,"00:09:23,145","00:09:27,357"
"Your liking it, huh?",Chandler,neutral,neutral,1428,1,677,1,3,13,"00:09:28,526","00:09:29,609"
Oh yeah! Amy just burned Jo’s manuscript. I don’t see how he could ever forgive her.,Joey,joy,positive,1428,2,677,2,3,13,"00:09:29,777","00:09:35,657"
Oh yeah! Amy just burned Jo’s manuscript. I don’t see how he could ever forgive her.,Joey,joy,positive,1429,0,677,2,3,13,"00:09:29,777","00:09:35,657"
"Umm, Jo’s a girl, it’s short for Josephine.",Ross,neutral,neutral,1429,1,677,3,3,13,"00:09:38,869","00:09:41,871"
Chandler.,Phoebe,neutral,neutral,1430,0,678,0,3,5,"0:04:18,049","0:04:18,561"
Hi.,Chandler,neutral,neutral,1430,1,678,1,3,5,"0:04:18,561","0:04:19,181"
Hi.,Chandler,neutral,neutral,1431,0,678,1,3,5,"0:04:18,561","0:04:19,181"
Hi.,Frank,neutral,neutral,1431,1,678,2,3,5,"0:04:19,300","0:04:20,427"
"Hey, how do you guys get anything done?",Frank,joy,positive,1431,2,678,12,3,5,"00:04:34,023","00:04:37,025"
"We don’t, really.",Chandler,neutral,neutral,1431,3,678,13,3,5,"00:04:37,193","00:04:39,069"
"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,1431,4,678,16,3,5,"00:04:46,577","00:04:51,373"
"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,1431,5,678,17,3,5,"00:04:51,541","00:04:55,585"
"You know, we don’t really take advantage of living in the city.",Chandler,neutral,neutral,1431,6,678,18,3,5,"00:04:57,171","00:05:00,215"
Hi.,Frank,neutral,neutral,1432,0,678,2,3,5,"0:04:19,300","0:04:20,427"
Joey.,Phoebe,neutral,neutral,1432,1,678,3,3,5,"0:04:20,427","0:04:20,565"
Hey.,Frank,neutral,neutral,1432,2,678,5,3,5,"0:04:21,387","0:04:22,701"
This is Monica.,Phoebe,neutral,neutral,1432,3,678,6,3,5,"0:04:22,804","0:04:23,936"
Whoa!,Frank,surprise,positive,1432,4,678,7,3,5,"0:04:23,936","0:04:25,450"
And this is Rachel.,Phoebe,neutral,neutral,1432,5,678,8,3,5,"0:04:26,808","0:04:27,990"
Whoa!!,Frank,surprise,positive,1432,6,678,10,3,5,"00:04:28,643","00:04:30,185"
I’m gonna get coffee.,Phoebe,neutral,neutral,1432,7,678,11,3,5,"00:04:32,272","00:04:33,855"
"Hey, how do you guys get anything done?",Frank,joy,positive,1432,8,678,12,3,5,"00:04:34,023","00:04:37,025"
"Oh yeah! Yeah, no, we’re gonna connect, y'know bond, and everything.",Phoebe,joy,positive,1432,9,678,15,3,5,"00:04:42,490","00:04:46,410"
"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,1432,10,678,16,3,5,"00:04:46,577","00:04:51,373"
"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,1432,11,678,17,3,5,"00:04:51,541","00:04:55,585"
Joey.,Phoebe,neutral,neutral,1433,0,678,3,3,5,"0:04:20,427","0:04:20,565"
Hey-hey!,Joey,joy,positive,1433,1,678,4,3,5,"0:04:20,677","0:04:21,387"
Hey-hey!,Joey,joy,positive,1434,0,678,4,3,5,"0:04:20,677","0:04:21,387"
Hey.,Frank,neutral,neutral,1434,1,678,5,3,5,"0:04:21,387","0:04:22,701"
"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,1434,2,678,16,3,5,"00:04:46,577","00:04:51,373"
"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,1434,3,678,17,3,5,"00:04:51,541","00:04:55,585"
And this is Rachel.,Phoebe,neutral,neutral,1435,0,678,8,3,5,"0:04:26,808","0:04:27,990"
Hi!,Rachel,joy,positive,1435,1,678,9,3,5,"0:04:27,990","0:04:28,537"
"Well, so, now, do you guys have a lot of big plans?",Rachel,neutral,neutral,1435,2,678,14,3,5,"00:04:40,488","00:04:42,422"
"Oh yeah! Yeah, no, we’re gonna connect, y'know bond, and everything.",Phoebe,joy,positive,1435,3,678,15,3,5,"00:04:42,490","00:04:46,410"
Hi!,Rachel,joy,positive,1436,0,678,9,3,5,"0:04:27,990","0:04:28,537"
Whoa!!,Frank,surprise,positive,1436,1,678,10,3,5,"00:04:28,643","00:04:30,185"
"Yeah, I was thinking that maybe we could go down to Time Square and pick up some ninja stars.",Frank,neutral,neutral,1436,2,678,16,3,5,"00:04:46,577","00:04:51,373"
"And, oh, um, my friend Larry, he wants me to take a picture of a hooker.",Frank,neutral,neutral,1436,3,678,17,3,5,"00:04:51,541","00:04:55,585"
"We don’t, really.",Chandler,neutral,neutral,1437,0,678,13,3,5,"00:04:37,193","00:04:39,069"
"Well, so, now, do you guys have a lot of big plans?",Rachel,neutral,neutral,1437,1,678,14,3,5,"00:04:40,488","00:04:42,422"
"Okay, Chandler!",Rachel,neutral,neutral,1438,0,679,0,6,21,"0:00:02,168","0:00:03,300"
Okay.,Chandler,neutral,neutral,1438,1,679,1,6,21,"0:00:03,300","0:00:03,641"
"And your horoscope says, ""On the fifth a special someone is going to give you a gift.""",Rachel,joy,positive,1438,2,679,2,6,21,"00:00:03,753","00:00:09,258"
"Oh, well thank you in advance.",Chandler,joy,positive,1438,3,679,3,6,21,"00:00:09,426","00:00:12,052"
"Op, but the twelfth brings a lover’s spat.",Rachel,surprise,negative,1438,4,679,4,6,21,"00:00:12,220","00:00:20,853"
"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,positive,1438,5,679,5,6,21,"00:00:21,021","00:00:25,733"
Hey!!,Chandler,joy,positive,1438,6,679,7,6,21,"0:00:31,796","0:00:32,709"
Oh my God! It’s Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,Rachel,surprise,positive,1438,7,679,8,6,21,"00:00:32,824","00:00:35,200"
Oh that’s right. It’s your first day! So are you psyched to fight fake crime with your robot sidekick?,Chandler,joy,positive,1438,8,679,9,6,21,"00:00:38,455","00:00:43,584"
"Op, but the twelfth brings a lover’s spat.",Rachel,surprise,negative,1439,0,679,4,6,21,"00:00:12,220","00:00:20,853"
"Oh, wait and on the nineteenth a secret crush announces itself.",Rachel,surprise,positive,1439,1,679,5,6,21,"00:00:21,021","00:00:25,733"
Hey guys!,Joey,neutral,neutral,1439,2,679,6,6,21,"0:00:31,364","0:00:31,796"
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,negative,1439,3,679,12,6,21,"00:00:54,929","00:00:58,599"
I can’t even use Chandler’s computer except to find porn!,Joey,anger,negative,1439,4,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and that’s only ‘cause it’s right there when you turn it on!,Joey,anger,negative,1439,5,679,14,6,21,"00:01:03,271","00:01:06,231"
Hey guys!,Joey,neutral,neutral,1440,0,679,6,6,21,"0:00:31,364","0:00:31,796"
Hey!!,Chandler,joy,positive,1440,1,679,7,6,21,"0:00:31,796","0:00:32,709"
Oh that’s right. It’s your first day! So are you psyched to fight fake crime with your robot sidekick?,Chandler,joy,positive,1440,2,679,9,6,21,"00:00:38,455","00:00:43,584"
Am I psyched? The lead in my own TV series? I’ve dreamed about this for years! Why have I not been preparing?!,Joey,joy,positive,1440,3,679,10,6,21,"00:00:43,752","00:00:51,425"
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,negative,1440,4,679,12,6,21,"00:00:54,929","00:00:58,599"
I can’t even use Chandler’s computer except to find porn!,Joey,anger,negative,1440,5,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and that’s only ‘cause it’s right there when you turn it on!,Joey,anger,negative,1440,6,679,14,6,21,"00:01:03,271","00:01:06,231"
Am I psyched? The lead in my own TV series? I’ve dreamed about this for years! Why have I not been preparing?!,Joey,joy,positive,1441,0,679,10,6,21,"00:00:43,752","00:00:51,425"
"No! Joey, you’re going to be great!",Phoebe,neutral,neutral,1441,1,679,11,6,21,"00:00:52,510","00:00:54,762"
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,negative,1441,2,679,12,6,21,"00:00:54,929","00:00:58,599"
I can’t even use Chandler’s computer except to find porn!,Joey,anger,negative,1441,3,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and that’s only ‘cause it’s right there when you turn it on!,Joey,anger,negative,1441,4,679,14,6,21,"00:01:03,271","00:01:06,231"
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",Joey,fear,negative,1442,0,679,12,6,21,"00:00:54,929","00:00:58,599"
I can’t even use Chandler’s computer except to find porn!,Joey,anger,negative,1442,1,679,13,6,21,"00:00:58,767","00:01:01,727"
And-and that’s only ‘cause it’s right there when you turn it on!,Joey,anger,negative,1442,2,679,14,6,21,"00:01:03,271","00:01:06,231"
I think our lover’s spat will start a little early this month.,Monica,anger,negative,1442,3,679,15,6,21,"00:01:08,109","00:01:10,986"
I think our lover’s spat will start a little early this month.,Monica,anger,negative,1443,0,679,15,6,21,"00:01:08,109","00:01:10,986"
I’ll be waiting.,Phoebe,neutral,neutral,1443,1,679,16,6,21,"00:01:11,154","00:01:12,446"
"Now, this is last minute so I want to apologize for the mess. Okay?",Monica,joy,positive,1444,0,680,0,6,18,"00:08:45,733","00:08:48,485"
Oh my God! It sure didn’t look this way when I lived here.,Rachel,surprise,positive,1444,1,680,1,6,18,"00:08:53,783","00:08:57,786"
I know!,Monica,surprise,positive,1444,2,680,2,6,18,"00:08:57,954","00:08:59,412"
"Now look, there’s only one problem though.",Monica,joy,positive,1444,3,680,3,6,18,"00:09:01,249","00:09:02,582"
"There’s only room for one, so I guess one of you will have to stay at Joey’s.",Monica,neutral,neutral,1444,4,680,4,6,18,"00:09:02,750","00:09:06,545"
Okay!,Rachel,joy,positive,1444,5,680,8,6,18,"00:09:18,140","00:09:20,475"
So Rach!,Monica,joy,positive,1444,6,680,9,6,18,"0:09:20,643","0:09:21,186"
You’re the first guest at Hotel Monica!,Monica,joy,positive,1444,7,680,10,6,18,"0:09:21,186","0:09:22,949"
"Umm, you’ll just have to tell me how you like your eggs in the morning.",Monica,neutral,neutral,1444,8,680,11,6,18,"00:09:24,272","00:09:26,398"
"And I thought I would bring them to you, y’know, in bed.",Monica,neutral,neutral,1444,9,680,12,6,18,"00:09:26,566","00:09:28,650"
"Oh, you have been through so much.",Monica,sadness,negative,1444,10,680,13,6,18,"00:09:28,818","00:09:30,402"
I have.,Rachel,sadness,negative,1444,11,680,14,6,18,"00:09:30,570","00:09:31,611"
I know!,Monica,surprise,positive,1445,0,680,2,6,18,"00:08:57,954","00:08:59,412"
"Now look, there’s only one problem though.",Monica,joy,positive,1445,1,680,3,6,18,"00:09:01,249","00:09:02,582"
"There’s only room for one, so I guess one of you will have to stay at Joey’s.",Monica,neutral,neutral,1445,2,680,4,6,18,"00:09:02,750","00:09:06,545"
"Well, since the fire was kinda my fault I guess  you should get to stay here.",Phoebe,sadness,negative,1445,3,680,5,6,18,"00:09:06,712","00:09:10,840"
So Rach!,Monica,joy,positive,1445,4,680,9,6,18,"0:09:20,643","0:09:21,186"
You’re the first guest at Hotel Monica!,Monica,joy,positive,1445,5,680,10,6,18,"0:09:21,186","0:09:22,949"
"Umm, you’ll just have to tell me how you like your eggs in the morning.",Monica,neutral,neutral,1445,6,680,11,6,18,"00:09:24,272","00:09:26,398"
"And I thought I would bring them to you, y’know, in bed.",Monica,neutral,neutral,1445,7,680,12,6,18,"00:09:26,566","00:09:28,650"
"Oh, you have been through so much.",Monica,sadness,negative,1445,8,680,13,6,18,"00:09:28,818","00:09:30,402"
"Well, since the fire was kinda my fault I guess  you should get to stay here.",Phoebe,sadness,negative,1446,0,680,5,6,18,"00:09:06,712","00:09:10,840"
"Hey! Hey-hey, now this was no one’s fault Pheebs. Okay? It was an accident.",Rachel,neutral,neutral,1446,1,680,6,6,18,"00:09:11,008","00:09:15,679"
"Well no, it was my fault so you should get the nice room.",Phoebe,neutral,neutral,1446,2,680,7,6,18,"00:09:15,846","00:09:17,973"
Okay!,Rachel,joy,positive,1446,3,680,8,6,18,"00:09:18,140","00:09:20,475"
This is just Bactine. It won't hurt.,Monica,neutral,neutral,1447,0,681,0,1,7,"00:13:19,507","00:13:22,342"
"Sorry, that was wax.",Joey,neutral,neutral,1447,1,681,1,1,7,"00:13:25,638","00:13:27,972"
"Sorry, that was wax.",Joey,neutral,neutral,1448,0,681,1,1,7,"00:13:25,638","00:13:27,972"
"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe,sadness,negative,1448,1,681,2,1,7,"00:13:30,017","00:13:33,269"
"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe,sadness,negative,1449,0,681,2,1,7,"00:13:30,017","00:13:33,269"
Why don't we just put 'poor little Tooty' out in the hall?,Ross,disgust,negative,1449,1,681,3,1,7,"00:13:33,521","00:13:35,855"
Why don't we just put 'poor little Tooty' out in the hall?,Ross,disgust,negative,1450,0,681,3,1,7,"00:13:33,521","00:13:35,855"
During a blackout? He'd get trampled!,Rachel,sadness,negative,1450,1,681,4,1,7,"00:13:37,024","00:13:39,776"
Yeah?,Ross,neutral,neutral,1450,2,681,5,1,7,"00:13:39,985","00:13:41,027"
"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,1451,0,682,0,1,23,"00:20:29,436","00:20:37,401"
"But I'll still always come back, like this.",Ross,neutral,neutral,1451,1,682,1,1,23,"00:20:39,988","00:20:45,576"
"And sometimes I may be away longer, like this.",Ross,neutral,neutral,1451,2,682,2,1,23,"00:20:46,662","00:20:52,375"
"But I'll still always come back, like this.",Ross,neutral,neutral,1451,3,682,3,1,23,"00:20:55,796","00:21:02,843"
"And sometimes, I'll want you to steal third, and I'll go like this.",Chandler,neutral,neutral,1451,4,682,4,1,23,"00:21:03,971","00:21:09,016"
"And sometimes, I'll want you to steal third, and I'll go like this.",Chandler,neutral,neutral,1452,0,682,4,1,23,"00:21:03,971","00:21:09,016"
He is so amazing.,Monica,joy,positive,1452,1,682,5,1,23,"00:21:17,651","00:21:19,610"
He is so amazing.,Monica,joy,positive,1453,0,682,5,1,23,"00:21:17,651","00:21:19,610"
"Oh, I know. Look at him.",Rachel,joy,positive,1453,1,682,6,1,23,"00:21:19,778","00:21:22,238"
"Oh, I know. Look at him.",Rachel,joy,positive,1454,0,682,6,1,23,"00:21:19,778","00:21:22,238"
"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",Joey,neutral,neutral,1454,1,682,7,1,23,"00:21:22,406","00:21:31,664"
"Ben, Ben, hey Ben. Nothing. I don't think that's his name.",Joey,neutral,neutral,1455,0,682,7,1,23,"00:21:22,406","00:21:31,664"
"Oh, look, look, he's closing his eyes.  Look, he's opening his eyes.",Phoebe,joy,positive,1455,1,682,8,1,23,"00:21:32,749","00:21:35,876"
"He doesn't do much, does he?",Joey,neutral,neutral,1455,2,682,9,1,23,"00:21:41,091","00:21:43,551"
"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,1456,0,682,0,1,23,"00:20:29,436","00:20:37,401"
"But I'll still always come back, like this.",Ross,neutral,neutral,1456,1,682,1,1,23,"00:20:39,988","00:20:45,576"
"And sometimes I may be away longer, like this.",Ross,neutral,neutral,1456,2,682,2,1,23,"00:20:46,662","00:20:52,375"
"But I'll still always come back, like this.",Ross,neutral,neutral,1456,3,682,3,1,23,"00:20:55,796","00:21:02,843"
"He doesn't do much, does he?",Joey,neutral,neutral,1456,4,682,9,1,23,"00:21:41,091","00:21:43,551"
"No, this is pretty much it.",Ross,neutral,neutral,1456,5,682,10,1,23,"00:21:43,719","00:21:46,554"
"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,1457,0,682,0,1,23,"00:20:29,436","00:20:37,401"
"But I'll still always come back, like this.",Ross,neutral,neutral,1457,1,682,1,1,23,"00:20:39,988","00:20:45,576"
"And sometimes I may be away longer, like this.",Ross,neutral,neutral,1457,2,682,2,1,23,"00:20:46,662","00:20:52,375"
"But I'll still always come back, like this.",Ross,neutral,neutral,1457,3,682,3,1,23,"00:20:55,796","00:21:02,843"
"No, this is pretty much it.",Ross,neutral,neutral,1457,4,682,10,1,23,"00:21:43,719","00:21:46,554"
You guys wanna get some coffee?,Rachel,neutral,neutral,1457,5,682,11,1,23,"0:21:53,812","0:21:54,954"
You guys wanna get some coffee?,Rachel,neutral,neutral,1458,0,682,11,1,23,"0:21:53,812","0:21:54,954"
Yeah.,All,neutral,neutral,1458,1,682,12,1,23,"0:21:54,954","0:21:57,034"
"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,1459,0,682,0,1,23,"00:20:29,436","00:20:37,401"
"But I'll still always come back, like this.",Ross,neutral,neutral,1459,1,682,1,1,23,"00:20:39,988","00:20:45,576"
"And sometimes I may be away longer, like this.",Ross,neutral,neutral,1459,2,682,2,1,23,"00:20:46,662","00:20:52,375"
"But I'll still always come back, like this.",Ross,neutral,neutral,1459,3,682,3,1,23,"00:20:55,796","00:21:02,843"
Yeah.,All,neutral,neutral,1459,4,682,12,1,23,"0:21:54,954","0:21:57,034"
"All right, I'll see you guys later.",Ross,neutral,neutral,1459,5,682,13,1,23,"00:21:57,524","00:21:59,984"
"Ben, I want you to know that there may be some times when I may not be around, like this.",Ross,sadness,negative,1460,0,682,0,1,23,"00:20:29,436","00:20:37,401"
"But I'll still always come back, like this.",Ross,neutral,neutral,1460,1,682,1,1,23,"00:20:39,988","00:20:45,576"
