Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
6508,Its been a long walk from the flower shop and I was startin to feel faint so,Joey,neutral,neutral,649,6,8,12,"00:04:46,077","00:04:49,705"
6509,Oh man!,Rachel,joy,positive,649,7,8,12,"0:04:50,290","0:04:52,710"
6510,This is so great!,Rachel,joy,positive,649,8,8,12,"0:04:52,710","0:04:53,744"
6511,I actually feel like Im going on a real date!,Rachel,joy,positive,649,9,8,12,"00:04:53,835","00:04:56,295"
6512,"Although, I have a hint of morning sickness, and Im wearing underwear that goes up to aboutthere.",Rachel,neutral,neutral,649,10,8,12,"00:04:56,462","00:05:01,758"
6513,"Hey come on now, this is a real date.",Joey,neutral,neutral,649,11,8,12,"00:05:03,303","00:05:06,513"
6514,"Uh, sonice place you got here.",Joey,neutral,neutral,649,12,8,12,"00:05:06,681","00:05:08,807"
6515,"Foosball, huh?",Joey,surprise,positive,649,13,8,12,"0:05:10,018","0:05:11,729"
6516,Pizza box.,Joey,neutral,neutral,649,14,8,12,"0:05:11,729","0:05:13,548"
6517,"Oh, a subscription to",Joey,surprise,positive,649,15,8,12,"00:05:13,646","00:05:17,399"
6518,"Yeah, actually thats my roommates.",Rachel,neutral,neutral,649,16,8,12,"00:05:18,067","00:05:19,568"
6519,I would like to meet him. He sounds like a stand up guy.,Joey,neutral,neutral,649,17,8,12,"00:05:19,736","00:05:23,530"
6520,"Ah yes, but hes very protective of me so youd better watch yourself.",Rachel,neutral,neutral,649,18,8,12,"00:05:23,698","00:05:27,909"
6521,"Ah Hey, so this roommate of yoursis he good looking?",Joey,joy,positive,649,19,8,12,"00:05:28,077","00:05:30,954"
6522,Hm-mmm,Rachel,neutral,neutral,649,20,8,12,"00:05:31,122","00:05:33,248"
6523,"Oh yeah, it must be tough to keep your hands of him, huh?",Joey,neutral,neutral,649,21,8,12,"00:05:31,122","00:05:36,251"
6524,"Yeah, but Im pretty sure hes gay.",Rachel,neutral,neutral,649,22,8,12,"00:05:36,753","00:05:38,628"
6525,"No-no-no-no, hes not! No! Why are you trying to ruin the game? Come on!",Joey,anger,negative,649,23,8,12,"00:05:39,547","00:05:48,930"
6526,Can you believe what a jerk Ross was being?,Rachel,anger,negative,650,0,1,18,"00:08:35,681","00:08:38,433"
6527,"Yeah, I know. He can get really competitive.",Monica,neutral,neutral,650,1,1,18,"00:08:38,601","00:08:41,019"
6528,"Ha. Ha, ha.",Phoebe,joy,positive,650,2,1,18,"00:08:41,187","00:08:42,854"
6529,What?,Monica,neutral,neutral,650,3,1,18,"00:08:44,565","00:08:45,815"
6530,"Oh, hello, kettle? This is Monica. You're black.",Phoebe,neutral,neutral,650,4,1,18,"00:08:45,983","00:08:49,694"
6531,Please! I am not as bad as Ross.,Monica,disgust,negative,650,5,1,18,"00:08:49,946","00:08:56,660"
6532,"Oh, I beg to differ. The",Rachel,neutral,neutral,650,6,1,18,"00:08:56,827","00:09:00,288"
6533,That was,Monica,neutral,neutral,650,7,1,18,"00:09:00,998","00:09:02,499"
6534,Oooooh.  : Oh! I got an interview! I got an interview!,Rachel,joy,positive,650,8,1,18,"00:09:07,421","00:09:14,636"
6535,"Well, not playing raquetball!",Ross,surprise,positive,651,0,1,11,"00:11:20,304","00:11:23,473"
6536,He forgot to leave his grip size!,Joey,surprise,positive,651,1,1,11,"0:11:25,685","0:11:27,147"
6537,He didn't get the goggles!,Ross,surprise,positive,651,2,1,11,"0:11:27,147","0:11:28,737"
6538,"Well,sounds like you two have issues.",Rachel,neutral,neutral,651,3,1,11,"00:11:30,856","00:11:34,526"
6539,"Goodbye, baby.",Rachel,neutral,neutral,651,4,1,11,"00:11:37,196","00:11:38,238"
6540,"Ciao, bela.",Paolo,neutral,neutral,651,5,1,11,"00:11:38,406","00:11:39,698"
6541,Do they wait for me to do this?,Ross,neutral,neutral,651,6,1,11,"00:11:40,950","00:11:43,535"
6542,So are you gonna tell him?,Joey,neutral,neutral,651,7,1,11,"00:11:49,375","00:11:51,543"
6543,Why would I tell him?,Ross,neutral,neutral,651,8,1,11,"00:11:51,711","00:11:53,962"
6544,"How about 'cause if you don't, his mother might.",Joey,neutral,neutral,651,9,1,11,"00:11:51,711","00:11:56,256"
6546,What are you guys doing here?,Monica,anger,negative,651,10,1,11,"00:11:56,507","00:11:58,550"
6547,Uhhhh.... he's not even wearing a jockstrap!,Joey,surprise,positive,651,11,1,11,"00:11:58,718","00:12:01,845"
6548,...What did I ask?,Monica,neutral,neutral,651,12,1,11,"00:12:07,435","00:12:09,269"
6549,God. I feel violated.,Rachel,disgust,negative,652,0,1,6,"00:01:51,277","00:01:53,403"
6550,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",Monica,disgust,negative,652,1,1,6,"00:01:57,534","00:01:59,451"
6551,"Ross, ten o'clock.",Chandler,neutral,neutral,652,2,1,6,"00:02:00,120","00:02:01,161"
6552,Is it? Feels like two.,Ross,sadness,negative,652,3,1,6,"00:02:01,412","00:02:03,205"
6553,"No,",Chandler,neutral,neutral,652,4,1,6,"00:02:04,541","00:02:06,333"
6555,"There's a beautiful woman at eight, nine, ten o'clock!",Chandler,joy,positive,652,5,1,6,"00:02:08,294","00:02:12,172"
6556,Oh. Hel-lo!,Ross,joy,positive,652,6,1,6,"00:02:14,342","00:02:15,509"
6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",Chandler,joy,positive,652,7,1,6,"00:02:16,970","00:02:20,597"
6558,"Well, go over to her! She's not with anyone.",Monica,joy,positive,652,8,1,6,"00:02:21,808","00:02:23,517"
6559,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",Chandler,fear,negative,652,9,1,6,"00:02:23,726","00:02:28,063"
6560,"Oh, c'mon. She's a person, you can do it!",Rachel,joy,positive,652,10,1,6,"00:02:29,774","00:02:32,109"
6561,"Oh please, could she",Chandler,neutral,neutral,652,11,1,6,"00:02:32,318","00:02:35,320"
6562,He could never get a woman like that in a million years.,Ross,neutral,neutral,652,12,1,6,"00:02:35,530","00:02:38,448"
6564,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",Phoebe,neutral,neutral,652,13,1,6,"00:02:40,335","00:02:46,582"
6565,You could do that!,Monica,joy,positive,652,14,1,6,"0:02:47,584","0:02:48,466"
6566,You think?,Chandler,surprise,positive,652,15,1,6,"0:02:48,466","0:02:49,462"
6567,"OK, that's enough of the view. Check this out, look at this. Sit down, sit down.",Chandler,neutral,neutral,653,0,1,15,"00:15:21,712","00:15:27,675"
6568,OK.,Phoebe,neutral,neutral,653,1,1,15,"00:15:25,090","00:15:27,675"
6569,"This is great!  Helen, could you come in here for a moment?",Chandler,joy,positive,653,2,1,15,"00:15:27,843","00:15:35,350"
6570,"Thank you Helen, that'll be all.",Chandler,neutral,neutral,653,3,1,15,"00:15:40,898","00:15:42,315"
6571,"Last time I do that, I promise.",Chandler,neutral,neutral,653,4,1,15,"00:15:44,860","00:15:46,819"
6572,"I am so, so, so, so sorry!",Chandler,sadness,negative,654,0,6,17,"00:20:03,118","00:20:06,996"
6573,Uh-huh.,Monica,disgust,negative,654,1,6,17,"00:20:07,915","00:20:09,165"
6574,"And I will cook anything you want in here , and do anything in there!",Chandler,fear,negative,654,2,6,17,"00:20:11,043","00:20:18,633"
6575,"Yeah you will!  And, are you kiddin me?!",Monica,anger,negative,654,3,6,17,"00:20:19,885","00:20:23,095"
6576,"Come on Monica, its our Valentines Day. Please? Please-please, please?",Chandler,sadness,negative,654,4,6,17,"00:20:25,515","00:20:30,811"
6577,Okay.,Monica,neutral,neutral,654,5,6,17,"0:20:33,106","0:20:33,524"
6578,Okay.,Chandler,neutral,neutral,654,6,6,17,"0:20:33,524","0:20:36,078"
6579,"So, are we going in there?",Chandler,neutral,neutral,654,7,6,17,"0:20:50,123","0:20:51,515"
6580,I am!!,Monica,joy,positive,654,8,6,17,"0:20:51,515","0:20:53,729"
6581,Wow!,Ross,surprise,positive,655,0,6,18,"0:20:08,790","0:20:09,374"
6582,It actually is in the handbook.,Ross,neutral,neutral,655,1,6,18,"0:20:09,374","0:20:11,854"
6583,I cant date you or have a hot plate in my office.,Ross,neutral,neutral,655,2,6,18,"00:20:11,960","00:20:16,589"
6584,I cant believe we have to stop seeing each other.,Ross,sadness,negative,655,3,6,18,"00:20:18,217","00:20:21,886"
6585,For what its worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.,Elizabeth,joy,positive,655,4,6,18,"00:20:22,930","00:20:32,480"
6586,"I know, I know I really like you too. But we-we cant date. Its against the rules. Its forbidden.",Ross,neutral,neutral,655,5,6,18,"00:20:32,648","00:20:39,403"
6587,Wow!,Elizabeth,surprise,positive,655,6,6,18,"00:20:40,447","00:20:41,906"
6588,What?,Ross,surprise,positive,655,7,6,18,"00:20:42,074","00:20:43,886"
6589,"Just hearing you describe it as forbidden, its really hot.",Elizabeth,joy,positive,655,8,6,18,"00:20:42,074","00:20:49,247"
6590,Really?,Ross,surprise,positive,655,9,6,18,"00:20:44,034","00:20:49,247"
6591,Yeah.,Elizabeth,neutral,neutral,655,10,6,18,"00:20:52,626","00:20:54,418"
6592,"Well I-I-I dont care how hot it is its-its uh, its wrong.",Ross,joy,positive,655,11,6,18,"00:20:55,128","00:21:05,221"
6593,Stop it!,Elizabeth,joy,positive,655,12,6,18,"00:21:01,260","00:21:05,221"
6594,No! No! Its wrong! Its-its-its naughty. Its taboo.,Ross,joy,positive,655,13,6,18,"00:21:05,389","00:21:11,769"
6595,Shut the book!,Elizabeth,joy,positive,655,14,6,18,"00:21:12,479","00:21:14,355"
6596,Lets also get a hot plate!,Ross,joy,positive,655,15,6,18,"00:21:15,649","00:21:19,318"
6597,"Rach, youre in a great place in your life. Come on, youve got a great job! Good friends",Monica,joy,positive,656,0,7,14,"00:02:17,470","00:02:22,099"
6598,Yeah! So-so when are you getting married?,Monica,joy,positive,657,0,7,17,"00:04:08,164","00:04:11,500"
6599,"Oh Im not, I just like to try these on.",Megan,neutral,neutral,657,1,7,17,"0:04:11,751","0:04:13,813"
6600,I do the same thing.,Rachel,neutral,neutral,657,2,7,17,"0:04:13,813","0:04:16,851"
6601,Im just kidding. Im getting married July 25,Megan,joy,positive,657,3,7,17,"00:04:17,632","00:04:21,510"
6602,Im just kidding too.  Im getting married in December.,Rachel,joy,positive,657,4,7,17,"00:04:24,806","00:04:27,432"
6603,So when are you getting married?,Megan,neutral,neutral,657,5,7,17,"0:04:29,269","0:04:30,688"
6604,Oh May 15,Monica,neutral,neutral,657,6,7,17,"0:04:30,688","0:04:31,965"
6605,Oooh its getting close!,Megan,joy,positive,657,7,7,17,"00:04:32,146","00:04:34,731"
6607,"So uh, whos your photographer?",Megan,neutral,neutral,657,8,7,17,"00:04:32,146","00:04:34,731"
6608,Jeffrey,Monica,neutral,neutral,657,9,7,17,"00:04:34,983","00:04:36,733"
6609,We met with him. Did he show you the photos of the nude wedding he did?,Megan,neutral,neutral,657,10,7,17,"00:04:34,983","00:04:42,030"
6610,The best man? Wow!,Monica,surprise,positive,657,11,7,17,"00:04:36,985","00:04:42,030"
6611,"I know! I almost called off my wedding. Oh, whos your band?!",Megan,joy,positive,657,12,7,17,"00:04:42,448","00:04:49,204"
6612,"Oh, my fiancee wants the Swing Kings.",Monica,neutral,neutral,657,13,7,17,"00:04:45,493","00:04:49,204"
6613,"Oh, youre so lucky. My fiancee wants the heavy metal band Carcass.",Megan,sadness,negative,657,14,7,17,"00:04:49,414","00:04:53,542"
6614,"Ooh, is that spelled with a C or a K? Oh my God! It doesnt matter; theyre both great!",Phoebe,joy,positive,657,15,7,17,"00:04:53,751","00:04:58,672"
6615,Oh yknow what?,Rachel,neutral,neutral,657,16,7,17,"00:05:00,466","00:05:02,509"
6617,Now that you know what you want you should go to Kleinmans and get it half off.,Rachel,neutral,neutral,657,17,7,17,"00:05:02,719","00:05:06,346"
6618,This place is so overpriced.,Rachel,disgust,negative,657,18,7,17,"00:05:06,597","00:05:08,724"
6619,"So, does this  come in another color or",Rachel,neutral,neutral,657,19,7,17,"00:05:12,520","00:05:16,023"
6620,"I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.",Chandler,neutral,neutral,658,0,1,20,"00:01:45,688","00:01:48,690"
6621,It was unbelievable!,Chandler,surprise,positive,658,1,1,20,"00:01:49,400","00:01:50,734"
6622,"We could totally be ourselves, we didn't have to play any games...",Chandler,joy,positive,658,2,1,20,"00:01:50,902","00:01:53,904"
6623,So have you called her yet?,Monica,neutral,neutral,658,3,1,20,"0:01:54,072","0:01:55,074"
6624,Let her know I like her?,Chandler,fear,negative,658,4,1,20,"0:01:55,074","0:01:55,992"
6625,"What are you, insane?",Chandler,anger,negative,658,5,1,20,"0:01:55,992","0:01:57,641"
6626,It's the next day!,Chandler,joy,positive,658,6,1,20,"0:01:59,744","0:02:01,037"
6627,How needy do I want to seem?,Chandler,neutral,neutral,658,7,1,20,"0:02:01,037","0:02:02,529"
6628,"I'm right, right?",Chandler,neutral,neutral,658,8,1,20,"00:02:02,622","00:02:04,039"
6629,"Oh, yeah. Yeah. Let her dangle.",Joey and Ross,neutral,neutral,658,9,1,20,"00:02:04,207","00:02:05,791"
6630,I can't believe my parents are actually pressuring me to find one of you people.,Monica,surprise,negative,658,10,1,20,"00:02:07,627","00:02:11,839"
6631,"Oh, God, just do it!  Call her! Stop being so testosteroney!",Phoebe,anger,negative,658,11,1,20,"00:02:14,884","00:02:18,387"
6632,"Which, by the way, is the real San Francisco treat.  I got her machine.",Chandler,neutral,neutral,658,12,1,20,"00:02:20,014","00:02:30,232"
6633,Her answer machine?,Joey,neutral,neutral,658,13,1,20,"00:02:28,189","00:02:30,232"
6634,"No, interestingly enough her leaf blower picked up.",Chandler,neutral,neutral,658,14,1,20,"00:02:30,400","00:02:32,776"
6635,"So, uh, why didn't you say anything?",Phoebe,neutral,neutral,658,15,1,20,"00:02:36,322","00:02:38,740"
6636,"Oh, no-no-no-no. Last time I left a spontaneous message I ended up using the phrase ""Yes indeedy-o.""",Chandler,disgust,negative,658,16,1,20,"00:02:41,995","00:02:44,580"
6637,"Look look! It's Rachel and Barry. No, don't everybody look at once!",Monica,surprise,negative,658,17,1,20,"00:02:46,875","00:02:50,460"
6638,"Okay, okay, what's going on?",Ross,neutral,neutral,658,18,1,20,"0:02:50,628","0:02:52,130"
6639,"Okay, they're just talking...",Phoebe,neutral,neutral,658,19,1,20,"0:02:52,130","0:02:53,765"
6640,"Yeah, well, does he look upset? Does he look like he was just told to shove anything?",Ross,neutral,neutral,658,20,1,20,"00:02:53,882","00:02:58,260"
6641,"So, um, what do you do for a living?",Ross,neutral,neutral,659,0,1,14,"00:14:38,168","00:14:41,379"
6642,"Well, um, for the past few years I've been working.....which is funny because, that wasn't even my major.",Kristin,neutral,neutral,659,1,1,14,"00:14:41,589","00:14:47,176"
6643,Oh no. I thought you said they could shoot the spot without you.,Carol,neutral,neutral,659,2,1,14,"00:14:44,508","00:14:48,428"
6644,I thought they could...I'll try to get back as soon as I can. I'm sorry.,Susan,sadness,negative,659,3,1,14,"00:14:52,182","00:15:02,942"
6645,Now that is funny.,Ross,neutral,neutral,659,4,1,14,"00:14:59,189","00:15:02,942"
6646,"Hey, do you think...would it be too weird if I invited Carol over to join us?",Ross,neutral,neutral,659,5,1,14,"00:15:20,377","00:15:25,715"
6647,"Cause she's, she's alone now, and pregnant, and, and sad.",Ross,sadness,negative,659,6,1,14,"00:15:25,966","00:15:30,386"
6648,I guess.,Kristin,neutral,neutral,659,7,1,14,"00:15:31,639","00:15:33,014"
6649,Are you sure? Great. Carol? Wanna come over and join us?,Ross,neutral,neutral,659,8,1,14,"00:15:35,601","00:15:37,185"
6650,"Oh, no no no. I'm fine. I'm fine.",Carol,neutral,neutral,659,9,1,14,"00:15:37,394","00:15:38,645"
6651,Come on.,Ross,neutral,neutral,659,10,1,14,"0:15:38,896","0:15:41,198"
6652,These people'll scooch down.,Ross,neutral,neutral,659,11,1,14,"0:15:41,198","0:15:42,033"
6653,"You guys'll scooch, won't you?",Ross,neutral,neutral,659,12,1,14,"00:15:42,358","00:15:45,401"
6654,Let's try scooching!,Ross,joy,positive,659,13,1,14,"0:15:45,736","0:15:46,738"
6655,Come on.,Ross,neutral,neutral,659,14,1,14,"0:15:46,738","0:15:47,072"
6656,Come on.,Ross,neutral,neutral,659,15,1,14,"0:15:47,072","0:15:48,746"
6657,"Uh, Kristen Riggs, this is Carol Willick.",Ross,neutral,neutral,659,16,1,14,"00:15:53,118","00:15:56,204"
6658,"Carol, Kristin.",Ross,neutral,neutral,659,17,1,14,"00:15:56,455","00:15:58,915"
6659,"Uh, Carol teaches sixth grade.",Ross,neutral,neutral,659,18,1,14,"00:15:59,083","00:16:01,417"
6660,"And, Kristin, Kristin......does something that, funnily enough, wasn't even her major!",Ross,joy,positive,659,19,1,14,"00:16:11,387","00:16:22,188"
6661,Okay.,Paul,neutral,neutral,660,0,6,23,"00:04:56,629","00:04:58,505"
6663,When I was six years old.,Paul,neutral,neutral,660,1,6,23,"0:05:01,301","0:05:02,433"
6664,Hm-mm,Rachel,neutral,neutral,660,2,6,23,"0:05:02,433","0:05:03,137"
6665,I wanted a big wheel.,Paul,neutral,neutral,660,3,6,23,"00:05:03,261","00:05:05,220"
6666,And instead my parents got me this little plastic chicken that you hop around on.,Paul,anger,negative,660,4,6,23,"00:05:05,471","00:05:12,311"
6667,"It was embarrassing, kids made fun of me.",Paul,sadness,negative,660,5,6,23,"00:05:12,979","00:05:15,105"
6668,That was a pretty tough year.,Paul,sadness,negative,660,6,6,23,"00:05:15,273","00:05:17,107"
6669,Thats-thats great!,Rachel,joy,positive,660,7,6,23,"0:05:18,484","0:05:19,569"
6670,See?,Rachel,neutral,neutral,660,8,6,23,"0:05:19,569","0:05:20,877"
6671,I already feel like I know you a little better!,Rachel,joy,positive,660,9,6,23,"0:05:20,987","0:05:23,129"
6672,Thank you.,Rachel,joy,positive,660,10,6,23,"0:05:23,129","0:05:24,209"
6673,"Okay, come on.",Rachel,neutral,neutral,660,11,6,23,"0:05:24,324","0:05:25,075"
6674,Now we can go eat.,Rachel,neutral,neutral,660,12,6,23,"0:05:25,075","0:05:25,667"
6675,Lets go.,Rachel,neutral,neutral,660,13,6,23,"0:05:25,667","0:05:27,423"
6676,It was horrible. They called me chicken boy.,Paul,sadness,negative,660,14,6,23,"00:05:30,163","00:05:36,752"
6677,Oh!,Rachel,surprise,positive,660,15,6,23,"00:07:12,473","00:07:14,182"
6678,"Will you pick one, just pick one! Here, how about that one?",Joey,anger,negative,661,0,1,12,"00:11:59,301","00:12:02,929"
6679,That's patio furniture!,Chandler,surprise,negative,661,1,1,12,"00:12:03,681","00:12:05,682"
6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",Joey,neutral,neutral,661,2,1,12,"00:12:06,142","00:12:14,232"
6681,What about the birds?,Chandler,neutral,neutral,661,3,1,12,"00:12:12,523","00:12:14,232"
6682,"I don't know, birds just don't say, ""Hello, sit here, eat something.""",Joey,neutral,neutral,661,4,1,12,"00:12:15,651","00:12:20,196"
6683,You pick one.,Chandler,neutral,neutral,661,5,1,12,"00:12:21,282","00:12:22,782"
6684,"All right, how about the ladybugs?",Joey,neutral,neutral,661,6,1,12,"00:12:22,950","00:12:24,325"
6685,"Oh, so, forget about the birds, but big red insects suggest fine dining!",Chandler,anger,negative,661,7,1,12,"00:12:24,493","00:12:28,705"
6686,"Fine, you want to get the birds, get the birds!",Joey,anger,negative,661,8,1,12,"00:12:29,290","00:12:31,207"
6687,"Not like that, I won't!  Kip would have liked the birds!",Chandler,sadness,negative,661,9,1,12,"00:12:31,375","00:12:50,518"
6688,Bijan for men?,Joey,neutral,neutral,662,0,2,2,"00:04:25,306","00:04:31,228"
6689,Bijan for men?,Joey,neutral,neutral,662,1,2,2,"00:06:50,118","00:06:53,620"
6690,"Bijan for...   Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.",Joey,neutral,neutral,662,2,2,2,"00:06:53,788","00:07:02,671"
6691,"Oh, actually I sorta have plans.",Annabelle,neutral,neutral,662,3,2,2,"00:07:02,839","00:07:05,257"
6692,"Ready, Annabelle?",Hombre Man,neutral,neutral,662,4,2,2,"00:07:10,741","00:07:12,097"
6693,You bet.  Maybe some other time?,Annabelle,neutral,neutral,662,5,2,2,"00:07:13,391","00:07:19,187"
6694,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne.  Bijan for men?  Bijan for men?!",Joey,sadness,negative,662,6,2,2,"00:07:28,573","00:07:34,411"
6695,That was amazing!,Chandler,joy,positive,663,0,5,17,"00:14:09,557","00:14:11,474"
6696,Phoebe and Gary are,Monica,neutral,neutral,663,1,5,17,"00:14:11,642","00:14:15,520"
6697,That was amazing.,Chandler,joy,positive,663,2,5,17,"00:14:16,438","00:14:18,314"
6698,We are the hottest! Huh?,Monica,joy,positive,663,3,5,17,"00:14:19,275","00:14:21,526"
6699,"No, you're the best.",Chandler,neutral,neutral,663,4,5,17,"0:14:24,530","0:14:25,323"
6700,"No, you're the best.",Monica,neutral,neutral,663,5,5,17,"0:14:25,323","0:14:26,908"
6701,"No, you're the best.",Chandler,neutral,neutral,663,6,5,17,"0:14:26,908","0:14:27,140"
6702,I,Monica,neutral,neutral,663,7,5,17,"00:14:31,620","00:14:33,663"
6703,Hey guys!  What 'cha been doin'?,Joey,neutral,neutral,663,8,5,17,"00:14:36,125","00:14:39,210"
6704,Hey Joey! Isn't that the girl that waved at you the other day?,Monica,neutral,neutral,663,9,5,17,"00:14:44,508","00:14:47,760"
6706,So what are you gonna do?,Joey,neutral,neutral,664,0,3,15,"00:16:41,250","00:16:42,834"
6707,"What can I do? One person wants to break-up, you break-up.",Ross,sadness,negative,664,1,3,15,"00:16:41,250","00:16:45,336"
6708,"Hey, no way! Come on, this is you guys, call her and work it out.",Chandler,sadness,negative,664,2,3,15,"00:16:45,504","00:16:49,247"
6709,"Oh come on, we just had this huge fight, all right, dont I have to wait a while?",Ross,sadness,negative,664,3,3,15,"00:16:49,425","00:16:52,635"
6710,"Hey, this isnt like swimming after you eat, pick up the phone!!",Chandler,anger,negative,664,4,3,15,"00:16:52,886","00:16:57,223"
6711,Y'know that whole swimming thing is a myth.,Chandler,neutral,neutral,664,5,3,15,"00:17:01,770","00:17:03,980"
6712,"Yeah, tell that to my Uncle Lenny.",Joey,neutral,neutral,664,6,3,15,"00:17:04,148","00:17:06,691"
6713,Why? What happened to him?,Chandler,neutral,neutral,664,7,3,15,"00:17:06,859","00:17:08,985"
6714,"Nothing, hes just really believes in that.",Joey,neutral,neutral,664,8,3,15,"00:17:09,153","00:17:12,280"
6715,It looks like your uterus is ready for implantation.,Dr. Zane,neutral,neutral,665,0,4,12,"00:05:37,378","00:05:40,422"
6716,Oh! I knew it! I knew it! I felt really thick this morning.,Phoebe,joy,positive,665,1,4,12,"00:05:40,590","00:05:43,300"
6717,"Well, okay, so whats nowgo get, go get the eggs, put em in there.",Frank,neutral,neutral,665,2,4,12,"00:05:46,054","00:05:48,513"
6718,"Okay, itll take just a little while to prepare the embryos.",Dr. Zane,neutral,neutral,665,3,4,12,"00:05:48,681","00:05:52,434"
6719,"Embryossss? As in, ""More than one?""",Phoebe,surprise,positive,665,4,4,12,"0:05:52,602","0:05:54,688"
6720,"Um-hmm, five actually.",Dr. Zane,neutral,neutral,665,5,4,12,"0:05:54,688","0:05:56,298"
6721,"Five? Okay, where am I giving birth, a hospital or a big box under the stairs?",Phoebe,neutral,neutral,665,6,4,12,"00:05:56,564","00:06:00,859"
6722,We do five because that gives you a 25% chance that at least one will attach.,Dr. Zane,neutral,neutral,665,7,4,12,"00:06:04,781","00:06:12,537"
6723,Thats it! 25 percent? That means thats its like 75 percent chance of no baby at all!,Phoebe,surprise,negative,665,8,4,12,"00:06:06,699","00:06:14,748"
6724,"Hey, yknow I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",Frank,neutral,neutral,665,9,4,12,"00:06:14,916","00:06:17,709"
6725,"Sweety, now, shes a woman, not a gumball machine.",Alice,neutral,neutral,665,10,4,12,"00:06:21,047","00:06:22,923"
6726,"Okay, well yknow what, dont worry you guys, cause Im-Im gonna do this as many times as it takes to get it right.",Phoebe,neutral,neutral,665,11,4,12,"00:06:26,469","00:06:31,348"
6727,"Well, you see, the-the thing is, we-we only got, we kinda have one shot to make it right.",Frank,neutral,neutral,665,12,4,12,"00:06:31,516","00:06:35,727"
6728,"Umm, it costs $16,000 each time you do this.",Alice,neutral,neutral,665,13,4,12,"00:06:35,895","00:06:39,314"
6729,"So, umm, were kinda using all the money we have to do it just this one time.",Alice,neutral,neutral,665,14,4,12,"00:06:40,650","00:06:45,070"
6730,"Whoa!! Thatokay, thats a",Phoebe,disgust,negative,665,15,4,12,"00:06:45,488","00:06:51,535"
6731,"No, Im sorry.",Dr. Zane,neutral,neutral,665,16,4,12,"00:06:58,251","00:06:59,668"
6732,Wow! You guys really dont know anything!,Phoebe,surprise,positive,665,17,4,12,"00:06:59,836","00:07:02,587"
6733,I know! Why dont you get drunk! That worked for a lot of girls in my high school.,Frank,anger,negative,665,18,4,12,"00:07:03,923","00:07:08,677"
6743,Hey!,Joey,neutral,neutral,666,0,5,7,"0:11:00,451","0:11:01,035"
6744,Hey!,Monica,neutral,neutral,666,1,5,7,"0:11:01,035","0:11:01,926"
6745,You guys got anything to eat? I just went down to Johnos for some chicken and it was closed!,Joey,surprise,negative,666,2,5,7,"00:11:02,036","00:11:06,122"
6746,"Oh, I took Larry there to eat but it was all violated. So we shut it down!",Phoebe,disgust,negative,666,3,5,7,"00:11:06,332","00:11:10,877"
6747,"Pheebs, if this guy keeps closing down all of our favorite places, where are we gonna eat?!",Joey,anger,negative,666,4,5,7,"00:11:11,712","00:11:15,840"
6748,"I don't know, clean places?",Monica,neutral,neutral,666,5,5,7,"00:11:16,050","00:11:17,759"
6749,"Mm, yum!",Joey,neutral,neutral,666,6,5,7,"00:11:17,968","00:11:19,302"
6750,It's Danny.,Monica,neutral,neutral,666,7,5,7,"00:11:25,226","00:11:26,267"
6751,Don't let him in! I'm supposed to be at a regatta gala.,Rachel,fear,negative,666,8,5,7,"00:11:26,435","00:11:28,770"
6752,We'll be right there!  Can't you just say it starts later?,Monica,anger,negative,666,9,5,7,"00:11:29,730","00:11:32,315"
6753,What? What kind of a regatta gala starts at night?!,Rachel,surprise,negative,666,10,5,7,"00:11:33,109","00:11:36,111"
6754,The fake kind!,Monica,anger,negative,666,11,5,7,"00:11:36,612","00:11:37,904"
6755,"Hey, hi, I need a ladle. You got a ladle?",Danny,neutral,neutral,666,12,5,7,"0:11:42,034","0:11:44,579"
6756,We have a ladle.,Monica,neutral,neutral,666,13,5,7,"0:11:44,579","0:11:45,793"
6757,"Thanks, see you at the party.",Danny,neutral,neutral,666,14,5,7,"00:11:48,040","00:11:49,082"
6758,"Okay, great!",Monica,joy,positive,666,15,5,7,"00:11:49,250","00:11:50,291"
6759,"Hey, guys, you know what Larry would say? He would say, ""See you ladle.""",Phoebe,neutral,neutral,666,16,5,7,"00:11:51,752","00:12:03,763"
6760,You're so efficient. I love you!,Monica,joy,positive,667,0,5,24,"00:17:56,575","00:17:59,035"
6761,Let's go!,Chandler,joy,positive,667,1,5,24,"00:17:59,453","00:18:00,703"
6762,No-no-no! We need something old!,Monica,sadness,negative,667,2,5,24,"00:18:00,954","00:18:02,455"
6763,"Ohh, great, I have condom in my wallet I've had since I was twelve.",Chandler,neutral,neutral,667,3,5,24,"00:18:02,664","00:18:06,501"
6764,That'll work!,Monica,joy,positive,667,4,5,24,"00:18:08,420","00:18:10,046"
