Utterance,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
"That's what's weird? Joey, the man's been captain of a cereal for the last 40 years.",['Chandler Bing'],Scared,1,3,2,16,00:00:06.589,00:00:13.721
Waaa-aaah.,['Chandler Bing'],Scared,1,4,2,16,00:00:09.467,00:00:10.551
What?,['Joey Tribbiani'],Scared,1,5,2,16,00:00:10.802,00:00:13.721
The spoon. You licked and-and you put. You licked and you put.,['Chandler Bing'],Scared,1,6,2,16,00:00:16.266,00:00:26.275
"Yeah, so.",['Joey Tribbiani'],Neutral,1,7,2,16,00:00:17.934,00:00:21.895
"Well, that was only 'cause I used the red one to unclog the drain.",['Joey Tribbiani'],Neutral,1,9,2,16,00:00:33.408,00:00:40.247
"Mine is the red one! Oh God. Can open, worms everywhere.",['Chandler Bing'],Mad,1,10,2,16,00:00:41.291,00:00:48.589
"Hey, why can't we use the same toothbrush, but we can use the same soap?",['Joey Tribbiani'],Scared,1,11,2,16,00:00:44.044,00:00:54.094
Because soap is soap. It's self-cleaning.,['Chandler Bing'],Peaceful,1,12,2,16,00:00:52.135,00:00:54.094
"Alright, well next time you take a shower, think about the last thing I wash and the first thing you wash.",['Joey Tribbiani'],Powerful,1,13,2,16,00:00:54.345,00:01:04.855
"Alright, shall we?",['Ross Geller'],Neutral,3,2,2,16,00:00:59.100,00:01:00.726
"Monica, Monica, you could come in straddling him, they still wouldn't believe it. We're here.",['Ross Geller'],Joyful,3,4,2,16,00:03:52.523,00:03:59.655
Oh hi kids. Hi darling.,['Judy Geller'],Joyful,3,5,2,16,00:03:56.027,00:03:59.655
Happy birthday dad.,['Monica Geller'],Joyful,3,6,2,16,00:04:02.242,00:04:03.408
Oh thank you.,['Ross Geller'],Joyful,3,7,2,16,00:04:03.743,00:04:06.370
Hi ma.,['Ross Geller'],Neutral,3,8,2,16,00:04:06.829,00:04:09.456
Happy birthday.,['Richard Burke'],Joyful,3,9,2,16,00:04:09.874,00:04:10.916
"Well, you kids thank Dr. Burke for the ride?",['Judy Geller'],Neutral,3,10,2,16,00:04:11.167,00:04:13.627
"Uh, actually mom, I think Monica thanked him for the both of us.",['Ross Geller'],Neutral,3,11,2,16,00:04:13.878,00:04:21.551
"Well, you kids take the train in?",['Friend'],Neutral,4,2,2,16,00:04:19.550,00:04:21.551
"No, Richard Burke gave them a ride.",['Judy Geller'],Neutral,4,3,2,16,00:04:21.761,00:04:24.263
"Finger cramp. Oh God, sorry. Here, let me get that mom.",['Monica Geller'],Scared,4,5,2,16,00:04:33.690,00:04:38.360
"Sooo, Richard's shopping in the junior section.",['Judy Geller'],Neutral,4,6,2,16,00:04:40.363,00:04:43.448
Are we still on that?,['Monica Geller'],Joyful,4,7,2,16,00:04:44.325,00:04:45.784
We just know she's got the IQ of a napkin.,['Judy Geller'],Mad,4,8,2,16,00:04:46.035,00:04:49.496
"She's probably not even very pretty, just young enough so that everything is still pointing up.",['Friend'],Peaceful,4,9,2,16,00:04:50.164,00:05:04.970
Can you believe this place?,['Joey Tribbiani'],Joyful,5,2,2,16,00:04:51.833,00:04:55.544
"I know, this is a great apartment.",['Chandler Bing'],Joyful,5,3,2,16,00:05:03.636,00:05:07.055
"Wow, there's my fantasy come true. No, seriously.",['Chandler Bing'],Joyful,5,5,2,16,00:05:14.314,00:05:20.485
Hey.,"[""Joey's Co-Star""]",Neutral,5,6,2,16,00:05:17.191,00:05:18.233
"Hey! We were just sayin', great apartment man.",['Joey Tribbiani'],Joyful,5,7,2,16,00:05:19.402,00:05:24.823
Thanks. You want it?,"[""Joey's Co-Star""]",Neutral,5,8,2,16,00:05:20.653,00:05:22.654
Huh?,['Joey Tribbiani'],Neutral,5,9,2,16,00:05:22.905,00:05:24.823
"Yeah, I'm movin' to a bigger place. You should definitely take this one.","[""Joey's Co-Star""]",Powerful,5,10,2,16,00:05:25.074,00:05:30.912
"Yeah, can you see me in a place like this?",['Joey Tribbiani'],Powerful,5,11,2,16,00:05:26.784,00:05:30.912
Why not? You hate park views and high ceilings? C'mon I'll show you the kitchen.,"[""Joey's Co-Star""]",Powerful,5,12,2,16,00:05:31.497,00:05:36.835
"Oh that's all right fellas, I saw a kitchen this morning - on TV. Stop talking. OK.",['Chandler Bing'],Mad,5,13,2,16,00:05:38.546,00:05:48.722
"C'mon, tell us.",['Ross Geller'],Joyful,6,2,2,16,00:05:41.215,00:05:44.968
"Yeah, is she really 20.",['Friend'],Neutral,6,3,2,16,00:05:42.550,00:05:48.722
I am not telling you guys anything.,['Richard Burke'],Neutral,6,4,2,16,00:05:48.931,00:05:50.807
"C'mon Rich, it's my birthday, let me live vicariously.",['Ross Geller'],Joyful,6,5,2,16,00:05:51.059,00:05:53.852
"Dad, you really don't want to do that.",['Ross Geller'],Neutral,6,6,2,16,00:05:54.604,00:05:56.730
"Ahh, what's a little mid-life crisis between friends?",['Ross Geller'],Joyful,6,7,2,16,00:05:56.939,00:06:01.318
"Jack, would you let it go?",['Richard Burke'],Mad,6,8,2,16,00:05:59.859,00:06:04.988
"Guys. Seriously, it is not like that.",['Richard Burke'],Joyful,6,10,2,16,00:06:05.198,00:06:11.161
"Tell you what, maybe one of these weekends you can borrow the car and I cou. . .",['Ross Geller'],Joyful,6,11,2,16,00:06:08.284,00:06:15.374
"Dad, I beg you not to finish that sentence.",['Ross Geller'],Scared,6,12,2,16,00:06:15.625,00:06:18.001
What? I'm kidding. You know I'd never let him touch the Porsche.,['Ross Geller'],Neutral,6,13,2,16,00:06:18.378,00:06:23.131
"OK Rach, which, which lily? This lily or that lily?",['Phoebe Buffay'],Mad,7,2,2,16,00:06:30.723,00:06:38.397
Well I. . .,['Rachel Green'],Neutral,7,3,2,16,00:06:33.017,00:06:35.477
"I like this lily. It's more open, ya know, and that's like my mom. She had a more open, giving spirit. Ooh, Foghorn Leghorn, ooh.",['Phoebe Buffay'],Scared,7,4,2,16,00:06:36.104,00:06:50.242
"Alright, blonde girl, you're in room two, not so blonde girl, you're with me.",['Tattoo Artist'],Powerful,7,5,2,16,00:06:44.278,00:06:55.247
Here we go.,['Phoebe Buffay'],Powerful,7,6,2,16,00:06:48.032,00:06:50.242
Uh-huh.,['Rachel Green'],Neutral,7,7,2,16,00:06:50.451,00:06:52.953
You're not going?,['Phoebe Buffay'],Powerful,7,8,2,16,00:06:53.663,00:06:55.247
Uh-huh.,['Rachel Green'],Neutral,7,9,2,16,00:06:56.290,00:06:57.749
"No. Well, yeah, maybe.",['Rachel Green'],Scared,7,11,2,16,00:06:57.959,00:07:01.211
What's 1922?,['Rachel Green'],Neutral,7,13,2,16,00:06:59.168,00:07:01.211
"Yes I do, it's just that Ross is. . .",['Rachel Green'],Joyful,7,15,2,16,00:07:31.159,00:07:34.786
"OK, hey, HEY. Is your boyfriend the boss of you?",['Phoebe Buffay'],Mad,7,16,2,16,00:07:32.785,00:07:37.789
No.,['Rachel Green'],Neutral,7,17,2,16,00:07:35.872,00:07:37.789
"OK, who is the boss of you?!!",['Phoebe Buffay'],Joyful,7,18,2,16,00:07:39.709,00:07:42.586
You?,['Rachel Green'],Scared,7,19,2,16,00:07:41.043,00:07:42.586
How ya doin'?,['Richard Burke'],Joyful,8,2,2,16,00:07:44.130,00:07:48.884
I'm a twinkie.,['Monica Geller'],Joyful,8,3,2,16,00:07:46.048,00:07:48.884
Really? I'm a hero.,['Richard Burke'],Powerful,8,4,2,16,00:07:49.135,00:07:52.053
"Oh, this is so hard.",['Monica Geller'],Sad,8,5,2,16,00:07:52.680,00:08:03.231
"Yeah, I know. I hate it too. Look, maybe we should just tell them.",['Richard Burke'],Neutral,8,6,2,16,00:08:09.322,00:08:17.245
Maybe we should just tell your parents first.,['Monica Geller'],Scared,8,7,2,16,00:08:11.240,00:08:17.245
My parents are dead.,['Richard Burke'],Sad,8,8,2,16,00:08:14.577,00:08:17.245
"I know, I know. Just hang in there, OK. OK, I'll go out first, alright.",['Richard Burke'],Powerful,8,10,2,16,00:08:27.507,00:08:35.764
Alright.,['Monica Geller'],Peaceful,8,11,2,16,00:08:30.510,00:08:32.427
"Judy, going to the bathroom, good for you.",['Richard Burke'],Joyful,8,12,2,16,00:08:33.137,00:08:44.481
"Thank you Richard, I appreciate the support.",['Judy Geller'],Peaceful,8,13,2,16,00:08:47.693,00:08:51.404
I have no idea. Did you know Richard has a twinkie in the city?,['Judy Geller'],Joyful,8,15,2,16,00:09:00.665,00:09:05.126
I know. He's like a new man. It's like a scene from Cocoon.,['Ross Geller'],Joyful,8,16,2,16,00:09:02.750,00:09:10.382
I just never would have pictured Richard with a bimbo.,['Judy Geller'],Joyful,8,17,2,16,00:09:11.300,00:09:14.511
Really.,['Judy Geller'],Neutral,8,19,2,16,00:09:14.762,00:09:17.639
"I tell you, I've never seen him this happy.",['Ross Geller'],Joyful,8,20,2,16,00:09:21.644,00:09:24.145
"So Jack, you ever think about trading me in for a younger model?",['Judy Geller'],Scared,8,21,2,16,00:09:24.397,00:09:31.278
Of course not. With you it's like I've got two 25-year-olds.,['Ross Geller'],Joyful,8,22,2,16,00:09:29.151,00:09:34.030
Oh Jack stop.,['Judy Geller'],Joyful,8,23,2,16,00:09:31.487,00:09:34.030
"C'mon, it's my birthday.",['Ross Geller'],Joyful,8,24,2,16,00:09:38.619,00:09:42.289
Can we drop this? I am not interested in the guy's apartment.,['Joey Tribbiani'],Mad,9,2,2,16,00:09:40.454,00:09:53.300
"Oh please, I saw the way you were checking out his mouldings. You want it.",['Chandler Bing'],Powerful,9,3,2,16,00:09:49.672,00:09:57.721
"Why would I want another apartment, huh? I've already got an apartment that I love.",['Joey Tribbiani'],Scared,9,4,2,16,00:09:57.972,00:10:03.685
Well it wouldn't kill you to say it once in a while.,['Chandler Bing'],Mad,9,5,2,16,00:10:01.517,00:10:06.062
"Alright, you want the truth? I'm thinkin' about it.",['Joey Tribbiani'],Powerful,9,6,2,16,00:10:09.817,00:10:13.778
What?,['Chandler Bing'],Neutral,9,7,2,16,00:10:14.905,00:10:16.489
"Look, you know what? If this is the way you feel, then maybe you should take it.",['Chandler Bing'],Mad,9,11,2,16,00:10:40.723,00:10:49.648
Well that's how I feel.,['Joey Tribbiani'],Neutral,9,12,2,16,00:10:44.477,00:10:47.562
Well then maybe you should take it.,['Chandler Bing'],Mad,9,13,2,16,00:10:47.813,00:10:52.692
Well then maybe I will.,['Joey Tribbiani'],Mad,9,14,2,16,00:10:50.566,00:10:52.692
Fine with me.,['Chandler Bing'],Mad,9,15,2,16,00:10:52.860,00:10:53.902
"Great. Then you'll be able to spend more quality time with your real friends, the spoons.",['Joey Tribbiani'],Mad,9,16,2,16,00:10:54.070,00:11:00.283
Who's drink can I freshen?,['Ross Geller'],Neutral,10,2,2,16,00:10:55.655,00:10:58.406
Almost time for cake.,['Judy Geller'],Neutral,10,3,2,16,00:10:58.616,00:11:03.411
"Mon, Mon, are you OK?",['Ross Geller'],Scared,10,4,2,16,00:11:01.327,00:11:03.411
You remember that video I found of mom and dad?,['Monica Geller'],Scared,10,5,2,16,00:11:05.081,00:11:23.556
Yeah.,['Ross Geller'],Neutral,10,6,2,16,00:11:16.175,00:11:17.384
"Well, I just caught the live show.",['Monica Geller'],Scared,10,7,2,16,00:11:24.016,00:11:26.351
Eww.,['Ross Geller'],Scared,10,8,2,16,00:11:38.280,00:11:40.407
"Oh that looks so good, oh I love it.",['Phoebe Buffay'],Joyful,12,2,2,16,00:14:00.005,00:14:13.893
"I know, so do I. Oh Phoebe, I'm so glad you made me do this. OK, lemme se yours.",['Rachel Green'],Joyful,12,3,2,16,00:14:14.144,00:14:24.737
"Ahh. OK, let's see yours again.",['Phoebe Buffay'],Peaceful,12,4,2,16,00:14:17.439,00:14:24.737
"Phoebe we just saw mine, let me see yours.",['Rachel Green'],Joyful,12,5,2,16,00:14:23.028,00:14:28.283
"Oh OK. Oh no, oh it's gone, that's so weird, I don't know how-where it went.",['Phoebe Buffay'],Scared,12,6,2,16,00:14:25.656,00:14:38.710
You didn't get it?,['Rachel Green'],Neutral,12,7,2,16,00:14:31.161,00:14:35.707
No.,['Phoebe Buffay'],Neutral,12,8,2,16,00:14:33.706,00:14:35.707
Why didn't you get it?,['Rachel Green'],Neutral,12,9,2,16,00:14:36.292,00:14:38.710
"I'm sorry, I'm sorry.",['Phoebe Buffay'],Sad,12,10,2,16,00:14:41.088,00:14:42.171
"Phoebe, how would you do this to me? This was all your idea.",['Rachel Green'],Neutral,12,11,2,16,00:14:42.339,00:14:49.554
"Really? You don't say, because mine was licked on by kittens.",['Rachel Green'],Neutral,12,13,2,16,00:14:57.438,00:15:02.275
"Hey, you guys are still gonna come visit me, right?",['Joey Tribbiani'],Neutral,16,2,2,16,00:19:27.457,00:19:51.355
"Oh yeah, you got the big TV. We'll be over there all the time. . . except when we are here.",['Chandler Bing'],Joyful,16,3,2,16,00:19:51.607,00:20:06.329
I know you're just moving uptown but I'm really gonna miss you.,['Phoebe Buffay'],Sad,16,4,2,16,00:19:56.486,00:20:06.329
"I know, how can you not be accross the hall anymore.",['Monica Geller'],Sad,16,5,2,16,00:20:06.538,00:20:14.045
"Yeah, who's gonna eat all our food, and tie up our phone lines, and - is that my bra? What the hell you doin' with my bra?",['Rachel Green'],Joyful,16,6,2,16,00:20:09.875,00:20:22.136
"Yeah, I remember.",['Chandler Bing'],Peaceful,16,8,2,16,00:20:14.296,00:20:16.130
"Hey, let's bring the rest of these down to the truck.",['Ross Geller'],Neutral,16,9,2,16,00:20:31.021,00:20:38.027
"So, uhh, em, you want me to uh, give you a hand with the foosball table?",['Chandler Bing'],Neutral,16,10,2,16,00:20:34.983,00:20:54.502
"Naa, you keep it, you need the practice.",['Joey Tribbiani'],Neutral,16,11,2,16,00:20:50.207,00:20:54.502
Thanks.,['Chandler Bing'],Neutral,16,12,2,16,00:20:52.292,00:20:54.502
"So, I guess this is it.",['Joey Tribbiani'],Sad,16,13,2,16,00:20:54.836,00:20:59.006
"Yeah, right, yeah, I guess so.",['Chandler Bing'],Sad,16,14,2,16,00:21:01.385,00:21:06.597
"Well, I'm guessing uh, tonight at the coffee house.",['Chandler Bing'],Neutral,16,16,2,16,00:21:12.729,00:21:18.985
"Right, yeah. OK. Um, take care.",['Joey Tribbiani'],Sad,16,17,2,16,00:21:19.236,00:22:35.061
Yeah.,['Chandler Bing'],Sad,16,18,2,16,00:21:22.614,00:21:24.115
Huh? So whaddya think? Casa de Joey. Huh? I decorated it myself.,['Joey Tribbiani'],Powerful,1,2,2,17,00:00:05.922,00:00:13.095
Get out.,['Ross Geller'],Scared,1,3,2,17,00:00:08.633,00:00:10.843
No.,['#ALL#'],Mad,1,4,2,17,00:00:11.469,00:00:13.095
"Wow Joey, this is, uhh...",['Monica Geller'],Joyful,1,5,2,17,00:00:13.263,00:00:18.142
Art.,['Joey Tribbiani'],Peaceful,1,6,2,17,00:00:15.974,00:00:18.142
Art it is.,['Monica Geller'],Powerful,1,7,2,17,00:00:18.351,00:00:20.144
"Look, check this out. Is it a coffee table, is it a panther? There's no need to decide.",['Ross Geller'],Powerful,1,8,2,17,00:00:20.311,00:00:28.193
"Hey, nice pillow. So now tell me, is this genuine Muppet skin?",['Rachel Green'],Powerful,1,9,2,17,00:00:28.987,00:00:39.413
"Hey, excellent, excellent water-table thing.",['Phoebe Buffay'],Powerful,1,10,2,17,00:00:32.490,00:00:35.242
"Thanks, yeah. I love this but ya know what, it makes me wanna pee.",['Joey Tribbiani'],Neutral,1,11,2,17,00:00:36.244,00:00:44.209
"Yeah, well me too, yeah. I think that's the challenge.",['Phoebe Buffay'],Neutral,1,12,2,17,00:00:42.042,00:00:48.005
"Hey, how come, uhh, Chandler didn't come?",['Joey Tribbiani'],Scared,1,13,2,17,00:00:49.257,00:00:52.634
"Well uh, it's cause he had a thing with, wi-, with the thing.",['Ross Geller'],Peaceful,1,14,2,17,00:00:54.596,00:00:58.057
"Right, I go-, I got it.",['Joey Tribbiani'],Joyful,1,15,2,17,00:00:56.890,00:01:02.186
So why don't ya show us the rest of your casa?,['Phoebe Buffay'],Peaceful,1,16,2,17,00:01:00.560,00:01:05.647
"Yeah. Uh, oh, OH, the best part, c'mon. Heh?",['Joey Tribbiani'],Joyful,1,17,2,17,00:01:05.815,00:01:10.069
"Hey, nice toilet.",['Rachel Green'],Peaceful,1,18,2,17,00:01:07.067,00:01:10.069
"No no no, behind it.",['Joey Tribbiani'],Powerful,1,19,2,17,00:01:10.361,00:01:20.704
"Wha-, you have a phone in here?",['Ross Geller'],Peaceful,1,20,2,17,00:01:21.122,00:01:25.542
"That's right, I have a phone in here.",['Joey Tribbiani'],Powerful,1,21,2,17,00:01:25.710,00:01:32.049
"Joey, promise me something.",['Monica Geller'],Scared,1,22,2,17,00:01:27.170,00:01:32.049
Yeah.,['Joey Tribbiani'],Neutral,1,23,2,17,00:01:30.173,00:01:32.049
Never call me from that phone.,['Monica Geller'],Scared,1,24,2,17,00:01:32.217,00:01:34.468
"OK, here we go. Honey, I'm sorry, they were all out of apple pie, someone just got the last piece.",['Rachel Green'],Peaceful,2,3,2,17,00:02:27.689,00:02:43.954
"Now wait a minute, I claimed you in the name of France four years ago.",['Chandler Bing'],Peaceful,2,5,2,17,00:02:46.833,00:02:54.548
"Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK.",['Phoebe Buffay'],Joyful,2,6,2,17,00:02:50.587,00:03:03.307
OK.,['#ALL#'],Neutral,2,7,2,17,00:02:54.716,00:02:56.758
"OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat.",['Phoebe Buffay'],Joyful,2,8,2,17,00:03:03.474,00:03:14.651
"I told you not to do that yet. And, she wants to do a video.",['Phoebe Buffay'],Joyful,2,10,2,17,00:03:14.819,00:03:22.951
"I'm not done yet, OK. God. OK, if that goes well, they may even want to make an album.",['Phoebe Buffay'],Joyful,2,12,2,17,00:03:20.533,00:03:33.712
I'm done now.,['Phoebe Buffay'],Joyful,2,13,2,17,00:03:23.119,00:03:26.830
"Oh God. Ross, OK, if you care about me at all, you will get the pie out of the man's hood.",['Rachel Green'],Joyful,2,15,2,17,00:03:36.633,00:03:44.890
Get the what?,['Ross Geller'],Neutral,2,16,2,17,00:03:38.968,00:03:41.303
"Pie in the hood, pie in the hood. Go.",['Rachel Green'],Joyful,2,17,2,17,00:03:45.099,00:03:47.851
What're you doing?,['Guy'],Joyful,2,18,2,17,00:03:55.193,00:03:59.112
"Damnit Ross, get your butt out of the bathroom.",['Monica Geller'],Mad,3,2,2,17,00:04:13.044,00:04:15.545
"Calm down, I'm blow drying.",['Ross Geller'],Neutral,3,3,2,17,00:04:15.713,00:04:19.758
"Blow drying what, you have no hair.",['Monica Geller'],Powerful,3,4,2,17,00:04:17.173,00:04:23.303
What's goin' on?,['Rachel Green'],Neutral,3,5,2,17,00:04:20.385,00:04:23.303
"Well, you're not sixteen, you're both adults now.",['Rachel Green'],Peaceful,3,7,2,17,00:04:34.065,00:04:39.736
GET OUT YOU DUFUS!!,['Monica Geller'],Mad,3,8,2,17,00:04:36.818,00:04:39.736
"Or ya know, he's rubber and you're glue.",['Rachel Green'],Joyful,3,9,2,17,00:04:40.405,00:04:47.786
All yours.,['Ross Geller'],Neutral,3,10,2,17,00:04:42.740,00:04:47.786
I hope you cleaned your hair out of the drain.,['Monica Geller'],Powerful,3,11,2,17,00:04:51.124,00:04:55.627
I hope you cleaned your hair out of the drain.,['Ross Geller'],Joyful,3,12,2,17,00:04:53.459,00:04:55.627
Shut up.,['Monica Geller'],Mad,3,13,2,17,00:04:55.795,00:04:58.755
Shut up.,['Ross Geller'],Mad,3,14,2,17,00:04:58.923,00:05:00.924
Cut it out.,['Monica Geller'],Mad,3,15,2,17,00:05:01.092,00:05:02.509
Mi-mi-mii.,['Ross Geller'],Joyful,3,16,2,17,00:05:02.677,00:05:04.428
I've never wanted you more.,['Rachel Green'],Mad,3,17,2,17,00:05:08.850,00:05:11.184
Hello.,['Joey Tribbiani'],Peaceful,4,3,2,17,00:05:21.821,00:05:24.656
Hey.,['Chandler Bing'],Neutral,4,4,2,17,00:05:26.868,00:05:29.995
Hey!,['Joey Tribbiani'],Neutral,4,5,2,17,00:05:31.205,00:05:32.748
"Listen, I'm, I'm sorry I didn't make it over there today.",['Chandler Bing'],Sad,4,6,2,17,00:05:39.797,00:05:49.264
"Oh, that's OK. You uh, you had a thing.",['Joey Tribbiani'],Neutral,4,7,2,17,00:05:49.432,00:05:53.393
"Yeah well, I hear the place looks great.",['Chandler Bing'],Peaceful,4,8,2,17,00:05:50.808,00:05:55.896
"Ahh, forget about it, I'm havin' a ball. How's the apartment doin'",['Joey Tribbiani'],Neutral,4,9,2,17,00:05:56.064,00:06:01.610
"Oh hey, it's, it's terriffic. I mean it's a regular space... fest.",['Chandler Bing'],Neutral,4,10,2,17,00:06:00.360,00:06:05.280
"Oh, well great.",['Joey Tribbiani'],Powerful,4,11,2,17,00:06:01.778,00:06:05.280
Yeah I just... wanted to call and say hey.,['Chandler Bing'],Peaceful,4,12,2,17,00:06:06.783,00:06:15.916
Well OK then. Was that the oven timer?,['Joey Tribbiani'],Neutral,4,13,2,17,00:06:16.084,00:06:21.421
That's right my friend. It's time for...,['Chandler Bing'],Neutral,4,14,2,17,00:06:19.921,00:06:23.465
Baywatch!!,['Both'],Joyful,4,15,2,17,00:06:22.048,00:06:23.465
"Oh, can you believe they gave Stephanie skin cancer?",['Joey Tribbiani'],Sad,4,16,2,17,00:06:24.050,00:06:33.308
I still can't believe they promoted her to lieutenant.,['Chandler Bing'],Neutral,4,17,2,17,00:06:30.932,00:06:36.061
"Well, how could anyone not be in love with Yasmine Blepe?",['Chandler Bing'],Peaceful,4,19,2,17,00:06:37.688,00:06:43.610
"Hey, hey, they're runnin'",['Joey Tribbiani'],Powerful,4,20,2,17,00:06:40.566,00:06:43.610
"See, this is the brilliance of the show. I say always keep them running. All the time, running. Run. Run Yasmine, run like the wind.",['Chandler Bing'],Neutral,4,21,2,17,00:06:44.737,00:07:03.463
But I thought you wanted to live by yourself.,['Monica Geller'],Peaceful,5,2,2,17,00:06:57.291,00:07:07.384
"I did. I thought it'd be great. I figured I'd have like, time alone with my thoughts but, ya know, it turns out I don't have as many thoughts as you'd think.",['Joey Tribbiani'],Powerful,5,3,2,17,00:07:00.837,00:07:17.436
"Joey, why don't you talk to Chandler about moving back?",['Phoebe Buffay'],Peaceful,5,4,2,17,00:07:18.938,00:07:21.940
"I promise you, he would definitely want you back.",['Monica Geller'],Peaceful,5,6,2,17,00:07:28.865,00:07:31.491
"I'm telling you, there's no way he's moving back.",['Ross Geller'],Mad,6,2,2,17,00:07:31.659,00:07:34.035
"But we had one of the greatest talks we ever had last night. I mean it was, it was like when we first started living together.",['Chandler Bing'],Peaceful,6,3,2,17,00:07:34.871,00:07:43.628
"Look, I know you don't want to hear this right now but, we've seen him in his new place, alright. And he's happy, he's, he's decorated.",['Ross Geller'],Powerful,6,4,2,17,00:07:39.208,00:07:51.011
"Look, Chandler, he has moved on, OK, you have to too.",['Rachel Green'],Powerful,6,5,2,17,00:07:51.971,00:07:59.227
But...,['Chandler Bing'],Scared,6,6,2,17,00:07:55.057,00:07:59.227
"No. You're just gonna have to accept the fact that you're just friends now, OK, you're not... rommmates anymore.",['Ross Geller'],Powerful,6,7,2,17,00:07:59.395,00:08:10.739
"OK Phoebe, you ready to try one?",['Producer'],Peaceful,7,2,2,17,00:08:03.316,00:08:10.739
They're your backup singers... beind you.,['Producer'],Peaceful,7,4,2,17,00:08:14.035,00:08:20.540
Alrighty. From the top.,['Producer'],Powerful,7,6,2,17,00:08:17.747,00:08:20.540
"Honey, uh we, we can talk about this. It's just that it's costing about a hundred dollars a minute to be in here.",['Producer'],Peaceful,7,8,2,17,00:09:11.551,00:09:21.685
"Oh OK. So, um, the cat stinks but you love it, let's go.",['Phoebe Buffay'],Joyful,7,9,2,17,00:09:21.852,00:09:24.604
I was.,['Monica Geller'],Peaceful,8,3,2,17,00:09:26.607,00:09:30.110
"Oh I-, Oh wait, Tony can you hang on? That's the other line. Hello. Oh yeah she's here but uh, can she call you back? OK thanks. Call Joanna. Hi.",['Ross Geller'],Scared,8,4,2,17,00:09:40.204,00:09:52.507
Did she leave a number?,['Monica Geller'],Neutral,8,5,2,17,00:09:42.206,00:09:44.958
Did you see me write one down?,['Ross Geller'],Neutral,8,6,2,17,00:09:52.675,00:09:56.386
"I don't have her number, butt-munch.",['Monica Geller'],Mad,8,7,2,17,00:09:57.597,00:09:59.931
"Well, she'll call back, don't be such a baby.",['Ross Geller'],Powerful,8,8,2,17,00:10:01.809,00:10:04.269
"I'm not a baby, you're the baby.",['Monica Geller'],Mad,8,9,2,17,00:10:04.437,00:10:05.812
"Look, you wanna get off my back?",['Ross Geller'],Mad,8,10,2,17,00:10:05.980,00:10:08.315
You wanna get out of my face?,['Monica Geller'],Mad,8,11,2,17,00:11:15.299,00:11:19.344
Give me that.,['Monica Geller'],Mad,8,13,2,17,00:11:19.512,00:11:20.679
OK.,['Ross Geller'],Joyful,8,14,2,17,00:11:20.846,00:11:22.722
Hey.,['Joey Tribbiani'],Neutral,9,2,2,17,00:11:23.140,00:11:24.224
"So uhh, how's the palace?",['Chandler Bing'],Neutral,9,3,2,17,00:11:24.392,00:11:27.686
Nice to meet ya.,['Eddie Menuek'],Neutral,9,8,2,17,00:11:28.020,00:11:31.272
"At the uh, supermarket, in the uh, ethnic food section. I helped him pick out a chorizo.",['Eddie Menuek'],Neutral,9,10,2,17,00:11:31.440,00:11:37.404
Wow.,['Joey Tribbiani'],Mad,9,11,2,17,00:11:35.361,00:11:37.404
"Well you know, we got to talking and uh, he said he needed a place and I had a spare room.",['Chandler Bing'],Scared,9,12,2,17,00:11:37.571,00:11:44.160
"Oh, now it's a spare room?",['Joey Tribbiani'],Mad,9,13,2,17,00:11:40.074,00:11:44.160
"Well yeah, in that it's not being used and I... have it to spare.",['Chandler Bing'],Scared,9,14,2,17,00:11:46.956,00:11:51.209
"Well I uh, got what I came for. I'll uh, I'll see you guys.",['Joey Tribbiani'],Neutral,9,15,2,17,00:11:51.377,00:12:01.720
Hey Jo. When'd you start usin' mousse in your hair?,['Chandler Bing'],Neutral,9,16,2,17,00:11:59.552,00:12:06.975
Is this guy great or what?,['Eddie Menuek'],Joyful,9,17,2,17,00:12:07.143,00:12:11.563
"Yeah, yeah he is.",['Joey Tribbiani'],Mad,9,18,2,17,00:12:10.146,00:12:11.563
I can't believe he has a new roommate. Who is this guy?,['Monica Geller'],Mad,10,2,2,17,00:12:12.565,00:12:25.243
"Uh, Eddie something. He just met him.",['Ross Geller'],Neutral,10,3,2,17,00:12:25.411,00:12:27.203
"It'll never last, he's just a rebound roommate.",['Rachel Green'],Sad,10,4,2,17,00:12:27.371,00:12:31.207
Hey.,['Phoebe Buffay'],Neutral,10,5,2,17,00:12:32.501,00:12:33.918
Hey.,['#ALL#'],Neutral,10,6,2,17,00:12:34.086,00:12:36.838
"Now OK, I haven't seen it yet so, if you don't like it, well, so what, none of you ever made a video. OK.",['Phoebe Buffay'],Joyful,10,9,2,17,00:12:37.006,00:12:48.683
Oh my God.,['Phoebe Buffay'],Joyful,10,10,2,17,00:12:41.218,00:12:45.889
I know.,['Ross Geller'],Joyful,10,11,2,17,00:12:46.056,00:12:48.683
"Pretty uhm, different huh?",['Rachel Green'],Joyful,10,13,2,17,00:12:52.438,00:12:59.903
"Oh, I am sorry but I am incredibly talented.",['Phoebe Buffay'],Scared,10,14,2,17,00:14:06.887,00:14:12.851
"Hi Joey, what's goin' on man?",['Eddie Menuek'],Neutral,11,2,2,17,00:14:17.565,00:14:32.537
